         3368320 function calls (3357377 primitive calls) in 86.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4707    0.011    0.000    0.019    0.000 weakref.py:292(__new__)
     4707    0.022    0.000    0.022    0.000 weakref.py:297(__init__)
       48    0.000    0.000    0.000    0.000 weakref.py:312(__init__)
       45    0.000    0.000    0.000    0.000 weakref.py:314(remove)
       15    0.000    0.000    0.000    0.000 weakref.py:328(_commit_removals)
       47    0.000    0.000    0.000    0.000 weakref.py:353(__setitem__)
       47    0.000    0.000    0.000    0.000 weakref.py:378(__contains__)
       18    0.000    0.000    0.000    0.000 weakref.py:385(items)
        1    0.000    0.000    0.092    0.092 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1013(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:108(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:1210(RectangleSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1492(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:1588(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:21(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:229(Slider)
        2    0.000    0.000    0.034    0.017 widgets.py:263(__init__)
        2    0.000    0.000    0.000    0.000 widgets.py:31(__init__)
       31    0.000    0.000    0.000    0.000 widgets.py:328(_update)
        2    0.000    0.000    0.000    0.000 widgets.py:386(on_changed)
        1    0.000    0.000    0.000    0.000 widgets.py:411(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:543(RadioButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:59(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:669(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:67(AxesWidget)
        2    0.000    0.000    0.000    0.000 widgets.py:79(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:818(Cursor)
        6    0.000    0.000    0.000    0.000 widgets.py:85(connect_event)
        1    0.000    0.000    0.000    0.000 widgets.py:909(MultiCursor)
        1    0.000    0.000    0.001    0.001 widgets.py:94(disconnect_events)
       31    0.000    0.000    0.000    0.000 widgets.py:99(ignore)
       10    0.000    0.000    0.000    0.000 windowing.py:17(GetForegroundWindow)
       10    0.000    0.000    0.000    0.000 windowing.py:19(SetForegroundWindow)
        1    0.000    0.000    0.000    0.000 windowing.py:22(FocusManager)
       10    0.000    0.000    0.000    0.000 windowing.py:23(__init__)
       10    0.000    0.000    0.000    0.000 windowing.py:26(__del__)
        1    0.000    0.000    0.000    0.000 windowing.py:8(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method POINTER}
        1    0.002    0.002    0.002    0.002 {built-in method RendererAgg}
       14    0.000    0.000    0.000    0.000 {built-in method S_ISDIR}
        2    0.000    0.000    0.000    0.000 {built-in method S_ISREG}
1082/1031    0.073    0.000    0.135    0.000 {built-in method __build_class__}
    57/20    0.001    0.000    0.561    0.028 {built-in method __import__}
     5954    0.012    0.000    0.012    0.000 {built-in method __new__ of type object at 0x9d1c40}
      240    0.001    0.000    0.001    0.000 {built-in method _fix_co_filename}
       56    0.000    0.000    0.000    0.000 {built-in method _flatten}
       43    0.000    0.000    0.000    0.000 {built-in method _getframe}
        1    0.000    0.000    0.000    0.000 {built-in method _set_sentinel}
      420    0.000    0.000    0.000    0.000 {built-in method abs}
        4    0.000    0.000    0.000    0.000 {built-in method access}
      893    0.001    0.000    0.001    0.000 {built-in method acquire_lock}
      268    0.001    0.000    0.001    0.000 {built-in method add_docstring}
      592    0.005    0.000    0.005    0.000 {built-in method affine_transform}
      634    0.001    0.000    0.001    0.000 {built-in method allocate_lock}
      329    0.002    0.000    0.003    0.000 {built-in method any}
       36    0.000    0.000    0.000    0.000 {built-in method arange}
    13559    0.157    0.000    0.157    0.000 {built-in method array}
       18    0.000    0.000    0.000    0.000 {built-in method calcsize}
      675    0.000    0.000    0.000    0.000 {built-in method callable}
      703    0.000    0.000    0.000    0.000 {built-in method chr}
        4    0.002    0.001    0.002    0.001 {built-in method clear}
        8    0.222    0.028    0.222    0.028 {built-in method compile}
      693    0.012    0.000    0.012    0.000 {built-in method concatenate}
      123    0.002    0.000    0.002    0.000 {built-in method copyto}
   891260    1.035    0.000    1.035    0.000 {built-in method cos}
        2    0.551    0.275    0.551    0.275 {built-in method create}
       29    0.008    0.000    0.008    0.000 {built-in method dir}
      131    0.000    0.000    0.000    0.000 {built-in method divmod}
        1    0.000    0.000    0.000    0.000 {built-in method dlopen}
     3234    0.029    0.000    0.029    0.000 {built-in method dot}
      244    0.038    0.000    0.042    0.000 {built-in method draw_markers}
      189    0.064    0.000    0.071    0.000 {built-in method draw_path}
      138    0.067    0.000    0.068    0.000 {built-in method draw_text_image}
        8    0.009    0.001    0.009    0.001 {built-in method dumps}
     3849    0.021    0.000    0.021    0.000 {built-in method empty}
        1    0.000    0.000    0.000    0.000 {built-in method exc_info}
    552/1    0.125    0.000   86.576   86.576 {built-in method exec}
        1    0.000    0.000    0.000    0.000 {built-in method exp}
       64    0.000    0.000    0.000    0.000 {built-in method floor}
      482    0.001    0.000    0.001    0.000 {built-in method from_bytes}
     1031    0.001    0.000    0.001    0.000 {built-in method get_ident}
    12321    0.018    0.000    0.019    0.000 {built-in method getattr}
      135    0.001    0.000    0.001    0.000 {built-in method getcwd}
        6    0.000    0.000    0.000    0.000 {built-in method geterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method getfilesystemencoding}
      189    0.000    0.000    0.000    0.000 {built-in method getlower}
        6    0.000    0.000    0.000    0.000 {built-in method getpid}
      308    0.000    0.000    0.000    0.000 {built-in method globals}
    10452    0.021    0.000    0.021    0.000 {built-in method hasattr}
1608/1112    0.004    0.000    0.029    0.000 {built-in method hash}
     5163    0.003    0.000    0.003    0.000 {built-in method id}
       17    0.003    0.000    0.003    0.000 {built-in method init_builtin}
       86    0.001    0.000    0.001    0.000 {built-in method is_builtin}
      278    0.001    0.000    0.001    0.000 {built-in method is_frozen}
38700/38698    0.057    0.000    0.081    0.000 {built-in method isinstance}
  845/795    0.002    0.000    0.004    0.000 {built-in method issubclass}
     4584    0.010    0.000    0.010    0.000 {built-in method iter}
41522/41332    0.021    0.000    0.021    0.000 {built-in method len}
       26    0.028    0.001    0.028    0.001 {built-in method listdir}
       27    0.111    0.004    0.117    0.004 {built-in method load_dynamic}
      240    0.123    0.001    0.123    0.001 {built-in method loads}
        1    0.006    0.006    0.006    0.006 {built-in method load}
        3    0.000    0.000    0.000    0.000 {built-in method locals}
        1    0.000    0.000    0.000    0.000 {built-in method localtime}
       90    0.000    0.000    0.000    0.000 {built-in method log10}
        4    0.000    0.000    0.000    0.000 {built-in method log}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
     1186    0.002    0.000    0.002    0.000 {built-in method max}
     1474    0.002    0.000    0.002    0.000 {built-in method min}
        6    0.000    0.000    0.001    0.000 {built-in method next}
        1    0.000    0.000    0.000    0.000 {built-in method nl_langinfo}
        1    0.000    0.000    0.000    0.000 {built-in method openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha512}
        6    0.000    0.000    0.000    0.000 {built-in method open}
     1002    0.000    0.000    0.000    0.000 {built-in method ord}
        1    0.000    0.000    0.000    0.000 {built-in method pow}
     1771    0.002    0.000    0.002    0.000 {built-in method proxy}
        3    0.000    0.000    0.000    0.000 {built-in method register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method register}
     1366    0.001    0.000    0.001    0.000 {built-in method release_lock}
      211    0.001    0.000    0.001    0.000 {built-in method repr}
        9    0.000    0.000    0.000    0.000 {built-in method round}
        2    0.000    0.000    0.000    0.000 {built-in method set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method set_typeDict}
      342    0.001    0.000    0.001    0.000 {built-in method setattr}
        3    0.000    0.000    0.000    0.000 {built-in method seterrobj}
   891260    0.815    0.000    0.815    0.000 {built-in method sin}
       50    0.000    0.000    0.000    0.000 {built-in method sizeof}
        8    0.000    0.000    0.000    0.000 {built-in method sorted}
   891532    1.123    0.000    1.123    0.000 {built-in method sqrt}
     1239    0.020    0.000    0.020    0.000 {built-in method stat}
        1    0.000    0.000    0.000    0.000 {built-in method sysconf}
        1    0.000    0.000    0.000    0.000 {built-in method time}
        1    0.000    0.000    0.000    0.000 {built-in method tkinit}
        4    0.000    0.000    0.000    0.000 {built-in method txt2obj}
        4    0.000    0.000    0.000    0.000 {built-in method unlink}
        8    0.000    0.000    0.000    0.000 {built-in method update_path_extents}
        2    0.000    0.000    0.000    0.000 {built-in method urandom}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        5    0.000    0.000    0.000    0.000 {built-in method utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method warn}
     1791    0.016    0.000    0.016    0.000 {built-in method zeros}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f96c38d8e18}
      207    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      114    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       69    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       54    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       13    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        8    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     3019    0.003    0.000    0.003    0.000 {method 'add' of 'set' objects}
     5228    0.016    0.000    0.182    0.000 {method 'all' of 'numpy.ndarray' objects}
      134    0.001    0.000    0.005    0.000 {method 'any' of 'numpy.ndarray' objects}
    10943    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
      207    0.003    0.000    0.003    0.000 {method 'astype' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      199    0.173    0.001    0.178    0.001 {method 'call' of 'tkapp' objects}
      232    0.002    0.000    0.002    0.000 {method 'clear' of 'FT2Font' objects}
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        4    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedRandom' objects}
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     1295    0.011    0.000    0.011    0.000 {method 'copy' of 'numpy.ndarray' objects}
      370    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
       86    0.001    0.000    0.001    0.000 {method 'createcommand' of 'tkapp' objects}
       23    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       45    0.000    0.000    0.000    0.000 {method 'deletecommand' of 'tkapp' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
      138    0.027    0.000    0.027    0.000 {method 'draw_glyphs_to_bitmap' of 'FT2Font' objects}
       56    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      182    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
      326    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
      613    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      487    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
      149    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       65    0.001    0.000    0.001    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
       14    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      156    0.002    0.000    0.002    0.000 {method 'flatten' of 'numpy.ndarray' objects}
     2898    0.008    0.000    0.008    0.000 {method 'format' of 'str' objects}
     4580    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
       45    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      232    0.001    0.000    0.001    0.000 {method 'get_descent' of 'FT2Font' objects}
      138    0.000    0.000    0.000    0.000 {method 'get_image' of 'FT2Font' objects}
